Direction,time,Rate
Read,2023-6-29-09:51:03,2056.3
Write,2023-6-29-09:51:03,2056.1
Read,2023-6-29-09:51:04,2055.3
Write,2023-6-29-09:51:04,2055.8
Read,2023-6-29-09:51:04,2056.2
Write,2023-6-29-09:51:04,2055.6
Read,2023-6-29-09:51:05,2055.7
Write,2023-6-29-09:51:05,2055.7
Read,2023-6-29-09:51:05,2055.4
Write,2023-6-29-09:51:05,2056.3
Read,2023-6-29-09:51:06,2055.9
Write,2023-6-29-09:51:06,2055.7
Read,2023-6-29-09:51:06,2055.8
Write,2023-6-29-09:51:06,2056.2
Read,2023-6-29-09:51:07,2056.3
Write,2023-6-29-09:51:07,2055.2
Read,2023-6-29-09:51:07,2055.9
Write,2023-6-29-09:51:07,2055.7
Read,2023-6-29-09:51:08,2056.1
Write,2023-6-29-09:51:08,2056.4
Read,2023-6-29-09:51:08,2056.0
Write,2023-6-29-09:51:08,2055.9
Read,2023-6-29-09:51:09,2056.0
Write,2023-6-29-09:51:09,2055.5
Read,2023-6-29-09:51:09,2055.8
Write,2023-6-29-09:51:09,2055.5
Read,2023-6-29-09:51:10,2056.1
Write,2023-6-29-09:51:10,2055.9
Read,2023-6-29-09:51:10,2055.0
Write,2023-6-29-09:51:10,2055.8
Read,2023-6-29-09:51:11,2056.9
Write,2023-6-29-09:51:11,2055.7
Read,2023-6-29-09:51:11,2056.0
Write,2023-6-29-09:51:11,2056.3
Read,2023-6-29-09:51:12,2055.9
Write,2023-6-29-09:51:12,2055.9
Read,2023-6-29-09:51:12,2056.4
Write,2023-6-29-09:51:12,2055.8
Read,2023-6-29-09:51:13,2056.1
Write,2023-6-29-09:51:13,2055.5
Read,2023-6-29-09:51:13,2056.0
Write,2023-6-29-09:51:13,2056.6
Read,2023-6-29-09:51:14,2055.5
Write,2023-6-29-09:51:14,2055.3
Read,2023-6-29-09:51:14,2056.0
Write,2023-6-29-09:51:14,2056.3
Read,2023-6-29-09:51:15,2056.2
Write,2023-6-29-09:51:15,2055.4
Read,2023-6-29-09:51:15,2055.5
Write,2023-6-29-09:51:15,2055.9
Read,2023-6-29-09:51:16,2056.0
Write,2023-6-29-09:51:16,2055.8
Read,2023-6-29-09:51:16,2056.3
Write,2023-6-29-09:51:16,2056.2
Read,2023-6-29-09:51:17,2055.3
Write,2023-6-29-09:51:17,2055.1
Read,2023-6-29-09:51:17,2053.7
Write,2023-6-29-09:51:17,2056.0
Read,2023-6-29-09:51:18,2058.6
Write,2023-6-29-09:51:18,2056.1
Read,2023-6-29-09:51:18,2055.4
Write,2023-6-29-09:51:18,2055.9
Read,2023-6-29-09:51:18,2055.7
Write,2023-6-29-09:51:19,2055.7
Read,2023-6-29-09:51:19,2055.8
Write,2023-6-29-09:51:19,2055.9
Read,2023-6-29-09:51:19,2054.8
Write,2023-6-29-09:51:20,2055.4
Read,2023-6-29-09:51:20,2057.0
Write,2023-6-29-09:51:20,2056.4
Read,2023-6-29-09:51:20,2056.1
Write,2023-6-29-09:51:21,2055.9
Read,2023-6-29-09:51:21,2056.6
Write,2023-6-29-09:51:21,2056.2
Read,2023-6-29-09:51:21,2055.8
Write,2023-6-29-09:51:22,2055.8
Read,2023-6-29-09:51:22,2055.9
Write,2023-6-29-09:51:22,2055.5
Read,2023-6-29-09:51:22,2055.7
Write,2023-6-29-09:51:23,2055.9
Read,2023-6-29-09:51:23,2055.6
Write,2023-6-29-09:51:23,2056.4
Read,2023-6-29-09:51:23,2056.1
Write,2023-6-29-09:51:24,2055.8
Read,2023-6-29-09:51:24,2056.2
Write,2023-6-29-09:51:24,2055.4
Read,2023-6-29-09:51:24,2055.6
Write,2023-6-29-09:51:25,2056.1
Read,2023-6-29-09:51:25,2056.0
Write,2023-6-29-09:51:25,2055.8
Read,2023-6-29-09:51:25,2056.1
Write,2023-6-29-09:51:26,2056.4
Read,2023-6-29-09:51:26,2056.1
Write,2023-6-29-09:51:26,2056.2
Read,2023-6-29-09:51:26,2055.6
Write,2023-6-29-09:51:27,2054.7
Read,2023-6-29-09:51:27,2055.6
Write,2023-6-29-09:51:27,2056.0
Read,2023-6-29-09:51:27,2056.3
Write,2023-6-29-09:51:28,2056.5
Read,2023-6-29-09:51:28,2055.9
Write,2023-6-29-09:51:28,2056.1
Read,2023-6-29-09:51:28,2056.2
Write,2023-6-29-09:51:29,2056.0
Read,2023-6-29-09:51:29,2055.8
Write,2023-6-29-09:51:29,2055.3
Read,2023-6-29-09:51:29,2056.6
Write,2023-6-29-09:51:30,2056.1
Read,2023-6-29-09:51:30,2055.5
Write,2023-6-29-09:51:30,2055.5
Read,2023-6-29-09:51:30,2055.4
Write,2023-6-29-09:51:31,2056.1
Read,2023-6-29-09:51:31,2055.7
Write,2023-6-29-09:51:31,2055.5
Read,2023-6-29-09:51:31,2056.1
Write,2023-6-29-09:51:32,2055.6
Read,2023-6-29-09:51:32,2056.1
Write,2023-6-29-09:51:32,2056.0
Read,2023-6-29-09:51:32,2055.9
Write,2023-6-29-09:51:33,2055.9
Read,2023-6-29-09:51:33,2055.8
Write,2023-6-29-09:51:33,2056.3
Read,2023-6-29-09:51:33,2056.0
Write,2023-6-29-09:51:34,2055.8
Read,2023-6-29-09:51:34,2056.2
Write,2023-6-29-09:51:34,2055.8
Read,2023-6-29-09:51:34,2055.9
Write,2023-6-29-09:51:35,2056.0
Read,2023-6-29-09:51:35,2056.0
Write,2023-6-29-09:51:35,2055.5
Read,2023-6-29-09:51:35,2055.3
Write,2023-6-29-09:51:36,2056.0
Read,2023-6-29-09:51:36,2056.2
Write,2023-6-29-09:51:36,2055.9
Read,2023-6-29-09:51:36,2055.5
Write,2023-6-29-09:51:37,2055.7
Read,2023-6-29-09:51:37,2056.4
Write,2023-6-29-09:51:37,2055.8
Read,2023-6-29-09:51:37,2055.8
Write,2023-6-29-09:51:38,2055.7
Read,2023-6-29-09:51:38,2055.5
Write,2023-6-29-09:51:38,2056.3
Read,2023-6-29-09:51:38,2055.7
Write,2023-6-29-09:51:39,2055.5
Read,2023-6-29-09:51:39,2056.1
Write,2023-6-29-09:51:39,2055.8
Read,2023-6-29-09:51:39,2055.4
Write,2023-6-29-09:51:40,2055.9
Read,2023-6-29-09:51:40,2055.7
Write,2023-6-29-09:51:40,2054.9
Read,2023-6-29-09:51:40,2056.3
Write,2023-6-29-09:51:41,2056.7
Read,2023-6-29-09:51:41,2055.2
Write,2023-6-29-09:51:41,2055.8
Read,2023-6-29-09:51:41,2056.3
Write,2023-6-29-09:51:42,2056.1
Read,2023-6-29-09:51:42,2055.4
Write,2023-6-29-09:51:42,2055.3
Read,2023-6-29-09:51:42,2056.1
Write,2023-6-29-09:51:43,2056.1
Read,2023-6-29-09:51:43,2055.2
Write,2023-6-29-09:51:43,2055.4
Read,2023-6-29-09:51:43,2056.1
Write,2023-6-29-09:51:44,2056.2
Read,2023-6-29-09:51:44,2055.8
Write,2023-6-29-09:51:44,2055.9
Read,2023-6-29-09:51:44,2055.8
Write,2023-6-29-09:51:45,2055.5
Read,2023-6-29-09:51:45,2054.7
Write,2023-6-29-09:51:45,2056.1
Read,2023-6-29-09:51:45,2056.4
Write,2023-6-29-09:51:46,2055.5
Read,2023-6-29-09:51:46,2055.6
Write,2023-6-29-09:51:46,2055.9
Read,2023-6-29-09:51:46,2055.8
Write,2023-6-29-09:51:47,2054.5
Read,2023-6-29-09:51:47,2055.9
Write,2023-6-29-09:51:47,2056.9
Read,2023-6-29-09:51:47,2054.6
Write,2023-6-29-09:51:48,2055.7
Read,2023-6-29-09:51:48,2057.1
Write,2023-6-29-09:51:48,2055.3
Read,2023-6-29-09:51:48,2055.3
Write,2023-6-29-09:51:49,2056.6
Read,2023-6-29-09:51:49,2055.8
Write,2023-6-29-09:51:49,2055.5
Read,2023-6-29-09:51:49,2056.3
Write,2023-6-29-09:51:50,2055.4
Read,2023-6-29-09:51:50,2055.4
Write,2023-6-29-09:51:50,2056.7
Read,2023-6-29-09:51:50,2055.9
Write,2023-6-29-09:51:51,2055.6
Read,2023-6-29-09:51:51,2056.2
Write,2023-6-29-09:51:51,2056.0
Read,2023-6-29-09:51:51,2056.1
Write,2023-6-29-09:51:52,2055.5
Read,2023-6-29-09:51:52,2055.8
Write,2023-6-29-09:51:52,2055.9
Read,2023-6-29-09:51:52,2055.6
Write,2023-6-29-09:51:53,2055.2
Read,2023-6-29-09:51:53,2055.5
Write,2023-6-29-09:51:53,2056.2
Read,2023-6-29-09:51:53,2055.4
Write,2023-6-29-09:51:54,2055.7
Read,2023-6-29-09:51:54,2056.4
Write,2023-6-29-09:51:54,2055.8
Read,2023-6-29-09:51:54,2056.1
Write,2023-6-29-09:51:55,2055.6
Read,2023-6-29-09:51:55,2056.3
Write,2023-6-29-09:51:55,2055.6
Read,2023-6-29-09:51:55,2056.2
Write,2023-6-29-09:51:56,2055.9
Read,2023-6-29-09:51:56,2055.5
Write,2023-6-29-09:51:56,2055.4
Read,2023-6-29-09:51:56,2033.2
Write,2023-6-29-09:51:57,2056.5
Read,2023-6-29-09:51:57,2078.9
Write,2023-6-29-09:51:57,2056.1
Read,2023-6-29-09:51:57,2056.8
Write,2023-6-29-09:51:58,2055.7
Read,2023-6-29-09:51:58,2055.9
Write,2023-6-29-09:51:58,2055.9
Read,2023-6-29-09:51:58,2055.5
Write,2023-6-29-09:51:59,2056.4
Read,2023-6-29-09:51:59,2055.8
Write,2023-6-29-09:51:59,2055.8
Read,2023-6-29-09:51:59,2056.6
Write,2023-6-29-09:52:00,2055.8
Read,2023-6-29-09:52:00,2055.7
Write,2023-6-29-09:52:00,2055.9
Read,2023-6-29-09:52:00,2056.4
Write,2023-6-29-09:52:01,2055.9
Read,2023-6-29-09:52:01,2055.5
Write,2023-6-29-09:52:01,2056.5
Read,2023-6-29-09:52:01,2056.5
Write,2023-6-29-09:52:02,2055.8
Read,2023-6-29-09:52:02,2055.8
Write,2023-6-29-09:52:02,2056.2
Read,2023-6-29-09:52:02,2056.3
Write,2023-6-29-09:52:03,2055.5
Read,2023-6-29-09:52:03,2056.2
Write,2023-6-29-09:52:03,2056.6
Read,2023-6-29-09:52:03,2055.4
Write,2023-6-29-09:52:04,2055.9
Read,2023-6-29-09:52:04,2056.3
Write,2023-6-29-09:52:04,2055.6
Read,2023-6-29-09:52:04,2056.4
Write,2023-6-29-09:52:05,2055.5
Read,2023-6-29-09:52:05,2055.5
Write,2023-6-29-09:52:05,2056.0
Read,2023-6-29-09:52:05,2055.9
Write,2023-6-29-09:52:06,2055.5
Read,2023-6-29-09:52:06,2055.6
Write,2023-6-29-09:52:06,2056.6
Read,2023-6-29-09:52:06,2056.5
Write,2023-6-29-09:52:07,2055.5
Read,2023-6-29-09:52:07,2055.2
Write,2023-6-29-09:52:07,2055.1
Read,2023-6-29-09:52:07,2056.6
Write,2023-6-29-09:52:08,2057.1
Read,2023-6-29-09:52:08,2055.4
Write,2023-6-29-09:52:08,2055.6
Read,2023-6-29-09:52:08,2055.9
Write,2023-6-29-09:52:09,2055.7
Read,2023-6-29-09:52:09,2056.2
Write,2023-6-29-09:52:09,2055.6
Read,2023-6-29-09:52:09,2055.1
Write,2023-6-29-09:52:10,2056.5
Read,2023-6-29-09:52:10,2056.7
Write,2023-6-29-09:52:10,2055.3
Read,2023-6-29-09:52:10,2055.7
Write,2023-6-29-09:52:10,2055.8
Read,2023-6-29-09:52:11,2055.4
Write,2023-6-29-09:52:11,2055.7
Read,2023-6-29-09:52:11,2056.6
Write,2023-6-29-09:52:11,2055.7
Read,2023-6-29-09:52:12,2055.9
Write,2023-6-29-09:52:12,2056.5
Read,2023-6-29-09:52:12,2055.7
Write,2023-6-29-09:52:12,2055.7
Read,2023-6-29-09:52:13,2055.9
Write,2023-6-29-09:52:13,2055.7
Read,2023-6-29-09:52:13,2055.3
Write,2023-6-29-09:52:13,2055.4
Read,2023-6-29-09:52:14,2056.0
Write,2023-6-29-09:52:14,2056.4
Read,2023-6-29-09:52:14,2056.1
Write,2023-6-29-09:52:14,2055.8
Read,2023-6-29-09:52:15,2055.9
Write,2023-6-29-09:52:15,2055.5
Read,2023-6-29-09:52:15,2055.1
Write,2023-6-29-09:52:15,2055.7
Read,2023-6-29-09:52:16,2056.4
Write,2023-6-29-09:52:16,2055.7
Read,2023-6-29-09:52:16,2055.5
Write,2023-6-29-09:52:16,2056.0
Read,2023-6-29-09:52:17,2055.9
Write,2023-6-29-09:52:17,2055.8
Read,2023-6-29-09:52:17,2056.3
Write,2023-6-29-09:52:17,2055.9
Read,2023-6-29-09:52:18,2055.8
Write,2023-6-29-09:52:18,2055.7
Read,2023-6-29-09:52:18,2055.7
Write,2023-6-29-09:52:18,2056.4
Read,2023-6-29-09:52:19,2056.2
Write,2023-6-29-09:52:19,2055.6
Read,2023-6-29-09:52:19,2056.0
Write,2023-6-29-09:52:19,2054.9
Read,2023-6-29-09:52:20,2055.9
Write,2023-6-29-09:52:20,2058.0
Read,2023-6-29-09:52:20,2056.2
Write,2023-6-29-09:52:20,2055.5
Read,2023-6-29-09:52:21,2055.9
Write,2023-6-29-09:52:21,2055.9
Read,2023-6-29-09:52:21,2055.9
Write,2023-6-29-09:52:21,2055.6
Read,2023-6-29-09:52:22,2056.0
Write,2023-6-29-09:52:22,2056.6
Read,2023-6-29-09:52:22,2056.2
Write,2023-6-29-09:52:22,2055.2
Read,2023-6-29-09:52:23,2055.9
Write,2023-6-29-09:52:23,2056.6
Read,2023-6-29-09:52:23,2055.5
Write,2023-6-29-09:52:23,2055.2
Read,2023-6-29-09:52:24,2055.7
Write,2023-6-29-09:52:24,2056.5
Read,2023-6-29-09:52:24,2056.2
Write,2023-6-29-09:52:24,2055.5
Read,2023-6-29-09:52:25,2056.1
Write,2023-6-29-09:52:25,2055.3
Read,2023-6-29-09:52:25,2056.0
Write,2023-6-29-09:52:25,2056.5
Read,2023-6-29-09:52:26,2055.9
Write,2023-6-29-09:52:26,2055.5
Read,2023-6-29-09:52:26,2056.1
Write,2023-6-29-09:52:26,2055.3
Read,2023-6-29-09:52:27,2056.1
Write,2023-6-29-09:52:27,2056.4
Read,2023-6-29-09:52:27,2055.8
Write,2023-6-29-09:52:27,2055.9
Read,2023-6-29-09:52:28,2056.2
Write,2023-6-29-09:52:28,2055.7
Read,2023-6-29-09:52:28,2055.8
Write,2023-6-29-09:52:28,2056.4
Read,2023-6-29-09:52:29,2055.8
Write,2023-6-29-09:52:29,2055.9
Read,2023-6-29-09:52:29,2056.0
Write,2023-6-29-09:52:29,2055.5
Read,2023-6-29-09:52:30,2055.7
Write,2023-6-29-09:52:30,2055.9
Read,2023-6-29-09:52:30,2056.6
Write,2023-6-29-09:52:30,2056.0
Read,2023-6-29-09:52:31,2055.7
Write,2023-6-29-09:52:31,2055.3
Read,2023-6-29-09:52:31,2056.1
Write,2023-6-29-09:52:31,2056.9
Read,2023-6-29-09:52:32,2056.2
Write,2023-6-29-09:52:32,2055.9
Read,2023-6-29-09:52:32,2055.8
Write,2023-6-29-09:52:32,2055.6
Read,2023-6-29-09:52:33,2056.0
Write,2023-6-29-09:52:33,2055.8
Read,2023-6-29-09:52:33,2055.9
Write,2023-6-29-09:52:33,2056.1
Read,2023-6-29-09:52:34,2055.8
Write,2023-6-29-09:52:34,2055.7
Read,2023-6-29-09:52:34,2056.1
Write,2023-6-29-09:52:34,2056.2
Read,2023-6-29-09:52:35,2055.9
Write,2023-6-29-09:52:35,2056.0
Read,2023-6-29-09:52:35,2056.0
Write,2023-6-29-09:52:35,2055.4
Read,2023-6-29-09:52:36,2055.9
Write,2023-6-29-09:52:36,2056.0
Read,2023-6-29-09:52:36,2055.3
Write,2023-6-29-09:52:36,2056.2
Read,2023-6-29-09:52:37,2056.8
Write,2023-6-29-09:52:37,2056.2
Read,2023-6-29-09:52:37,2055.7
Write,2023-6-29-09:52:37,2055.8
Read,2023-6-29-09:52:38,2055.7
Write,2023-6-29-09:52:38,2054.1
Read,2023-6-29-09:52:38,2056.3
Write,2023-6-29-09:52:38,2057.7
Read,2023-6-29-09:52:39,2056.2
Write,2023-6-29-09:52:39,2055.8
Read,2023-6-29-09:52:39,2055.8
Write,2023-6-29-09:52:39,2056.9
Read,2023-6-29-09:52:40,2055.3
Write,2023-6-29-09:52:40,2055.2
Read,2023-6-29-09:52:40,2056.1
Write,2023-6-29-09:52:40,2055.8
Read,2023-6-29-09:52:41,2055.6
Write,2023-6-29-09:52:41,2055.7
Read,2023-6-29-09:52:41,2055.9
Write,2023-6-29-09:52:41,2056.0
Read,2023-6-29-09:52:42,2056.2
Write,2023-6-29-09:52:42,2055.7
Read,2023-6-29-09:52:42,2055.9
Write,2023-6-29-09:52:42,2056.6
Read,2023-6-29-09:52:43,2056.2
Write,2023-6-29-09:52:43,2055.4
Read,2023-6-29-09:52:43,2055.8
Write,2023-6-29-09:52:43,2056.4
Read,2023-6-29-09:52:44,2055.5
Write,2023-6-29-09:52:44,2055.8
Read,2023-6-29-09:52:44,2056.7
Write,2023-6-29-09:52:44,2056.1
Read,2023-6-29-09:52:45,2055.5
Write,2023-6-29-09:52:45,2055.7
Read,2023-6-29-09:52:45,2054.2
Write,2023-6-29-09:52:45,2055.7
Read,2023-6-29-09:52:46,2058.3
Write,2023-6-29-09:52:46,2056.5
Read,2023-6-29-09:52:46,2056.5
Write,2023-6-29-09:52:46,2055.6
Read,2023-6-29-09:52:47,2055.2
Write,2023-6-29-09:52:47,2056.6
Read,2023-6-29-09:52:47,2056.4
Write,2023-6-29-09:52:47,2056.0
Read,2023-6-29-09:52:48,2053.7
Write,2023-6-29-09:52:48,2055.3
Read,2023-6-29-09:52:48,2055.2
Write,2023-6-29-09:52:48,2056.3
Read,2023-6-29-09:52:49,2055.9
Write,2023-6-29-09:52:49,2055.7
Read,2023-6-29-09:52:49,2056.3
Write,2023-6-29-09:52:49,2055.3
Read,2023-6-29-09:52:50,2055.7
Write,2023-6-29-09:52:50,2056.0
Read,2023-6-29-09:52:50,2055.6
Write,2023-6-29-09:52:50,2055.7
Read,2023-6-29-09:52:51,2056.0
Write,2023-6-29-09:52:51,2056.0
Read,2023-6-29-09:52:51,2055.4
Write,2023-6-29-09:52:51,2056.2
Read,2023-6-29-09:52:52,2056.4
Write,2023-6-29-09:52:52,2055.3
Read,2023-6-29-09:52:52,2056.0
Write,2023-6-29-09:52:52,2056.3
Read,2023-6-29-09:52:53,2055.8
Write,2023-6-29-09:52:53,2055.5
Read,2023-6-29-09:52:53,2056.1
Write,2023-6-29-09:52:53,2055.5
Read,2023-6-29-09:52:54,2055.3
Write,2023-6-29-09:52:54,2055.9
Read,2023-6-29-09:52:54,2056.0
Write,2023-6-29-09:52:54,2056.4
Read,2023-6-29-09:52:55,2055.9
Write,2023-6-29-09:52:55,2055.4
Read,2023-6-29-09:52:55,2056.4
Write,2023-6-29-09:52:55,2055.5
Read,2023-6-29-09:52:56,2055.8
Write,2023-6-29-09:52:56,2056.0
Read,2023-6-29-09:52:56,2055.1
Write,2023-6-29-09:52:56,2056.0
Read,2023-6-29-09:52:57,2056.3
Write,2023-6-29-09:52:57,2055.4
Read,2023-6-29-09:52:57,2055.4
Write,2023-6-29-09:52:57,2056.6
Read,2023-6-29-09:52:58,2055.7
Write,2023-6-29-09:52:58,2055.6
Read,2023-6-29-09:52:58,2056.6
Write,2023-6-29-09:52:58,2055.7
Read,2023-6-29-09:52:59,2055.7
Write,2023-6-29-09:52:59,2056.3
Read,2023-6-29-09:52:59,2056.3
Write,2023-6-29-09:52:59,2055.9
Read,2023-6-29-09:53:00,2055.7
Write,2023-6-29-09:53:00,2055.9
Read,2023-6-29-09:53:00,2056.1
Write,2023-6-29-09:53:00,2056.0
Read,2023-6-29-09:53:01,2055.3
Write,2023-6-29-09:53:01,2055.4
Read,2023-6-29-09:53:01,2056.2
Write,2023-6-29-09:53:01,2055.9
Read,2023-6-29-09:53:02,2056.3
Write,2023-6-29-09:53:02,2056.4
Read,2023-6-29-09:53:02,2055.8
Write,2023-6-29-09:53:02,2055.5
Read,2023-6-29-09:53:03,2056.2
Write,2023-6-29-09:53:03,2056.1
Read,2023-6-29-09:53:03,2055.7
Write,2023-6-29-09:53:03,2056.1
Read,2023-6-29-09:53:04,2055.6
Write,2023-6-29-09:53:04,2055.4
Read,2023-6-29-09:53:04,2055.8
Write,2023-6-29-09:53:04,2056.2
Read,2023-6-29-09:53:05,2056.1
Write,2023-6-29-09:53:05,2056.0
Read,2023-6-29-09:53:05,2050.2
Write,2023-6-29-09:53:05,2055.7
Read,2023-6-29-09:53:06,2062.0
Write,2023-6-29-09:53:06,2055.7
Read,2023-6-29-09:53:06,2055.6
Write,2023-6-29-09:53:06,2055.9
Read,2023-6-29-09:53:07,2055.9
Write,2023-6-29-09:53:07,2056.0
Read,2023-6-29-09:53:07,2056.3
Write,2023-6-29-09:53:07,2055.9
Read,2023-6-29-09:53:08,2055.3
Write,2023-6-29-09:53:08,2056.0
Read,2023-6-29-09:53:08,2056.6
Write,2023-6-29-09:53:08,2055.5
Read,2023-6-29-09:53:09,2055.5
Write,2023-6-29-09:53:09,2055.6
Read,2023-6-29-09:53:09,2055.9
Write,2023-6-29-09:53:09,2056.5
Read,2023-6-29-09:53:10,2056.1
Write,2023-6-29-09:53:10,2055.7
Read,2023-6-29-09:53:10,2055.4
Write,2023-6-29-09:53:10,2055.5
Read,2023-6-29-09:53:11,2055.9
Write,2023-6-29-09:53:11,2055.5
Read,2023-6-29-09:53:11,2055.8
Write,2023-6-29-09:53:11,2055.7
Read,2023-6-29-09:53:12,2056.1
Write,2023-6-29-09:53:12,2056.0
Read,2023-6-29-09:53:12,2055.4
Write,2023-6-29-09:53:12,2056.3
Read,2023-6-29-09:53:13,2056.2
Write,2023-6-29-09:53:13,2054.8
Read,2023-6-29-09:53:13,2056.1
Write,2023-6-29-09:53:13,2056.1
Read,2023-6-29-09:53:14,2055.4
Write,2023-6-29-09:53:14,2056.3
Read,2023-6-29-09:53:14,2055.8
Write,2023-6-29-09:53:14,2055.5
Read,2023-6-29-09:53:15,2056.5
Write,2023-6-29-09:53:15,2056.1
Read,2023-6-29-09:53:15,2055.8
Write,2023-6-29-09:53:15,2056.2
Read,2023-6-29-09:53:16,2056.1
Write,2023-6-29-09:53:16,2055.3
Read,2023-6-29-09:53:16,2055.7
Write,2023-6-29-09:53:16,2055.8
Read,2023-6-29-09:53:17,2055.6
Write,2023-6-29-09:53:17,2055.9
Read,2023-6-29-09:53:17,2056.1
Write,2023-6-29-09:53:17,2055.9
Read,2023-6-29-09:53:18,2055.8
Write,2023-6-29-09:53:18,2056.1
Read,2023-6-29-09:53:18,2056.0
Write,2023-6-29-09:53:18,2055.5
Read,2023-6-29-09:53:19,2055.8
Write,2023-6-29-09:53:19,2056.4
Read,2023-6-29-09:53:19,2056.3
Write,2023-6-29-09:53:19,2056.0
Read,2023-6-29-09:53:20,2055.5
Write,2023-6-29-09:53:20,2055.7
Read,2023-6-29-09:53:20,2055.9
Write,2023-6-29-09:53:20,2055.9
Read,2023-6-29-09:53:21,2056.6
Write,2023-6-29-09:53:21,2055.3
Read,2023-6-29-09:53:21,2055.5
Write,2023-6-29-09:53:21,2056.6
Read,2023-6-29-09:53:22,2055.6
Write,2023-6-29-09:53:22,2055.5
Read,2023-6-29-09:53:22,2056.4
Write,2023-6-29-09:53:22,2055.6
Read,2023-6-29-09:53:23,2055.7
Write,2023-6-29-09:53:23,2056.2
Read,2023-6-29-09:53:23,2055.9
Write,2023-6-29-09:53:23,2055.4
Read,2023-6-29-09:53:24,2056.2
Write,2023-6-29-09:53:24,2055.7
Read,2023-6-29-09:53:24,2055.1
Write,2023-6-29-09:53:24,2055.7
Read,2023-6-29-09:53:24,2056.2
Write,2023-6-29-09:53:25,2056.2
Read,2023-6-29-09:53:25,2055.7
Write,2023-6-29-09:53:25,2055.6
Read,2023-6-29-09:53:25,2056.4
Write,2023-6-29-09:53:26,2055.8
Read,2023-6-29-09:53:26,2055.8
Write,2023-6-29-09:53:26,2056.0
Read,2023-6-29-09:53:26,2055.5
Write,2023-6-29-09:53:27,2055.6
Read,2023-6-29-09:53:27,2056.0
Write,2023-6-29-09:53:27,2056.0
Read,2023-6-29-09:53:27,2056.0
Write,2023-6-29-09:53:28,2056.4
Read,2023-6-29-09:53:28,2056.2
Write,2023-6-29-09:53:28,2055.7
Read,2023-6-29-09:53:28,2052.9
Write,2023-6-29-09:53:29,2056.0
Read,2023-6-29-09:53:29,2058.7
Write,2023-6-29-09:53:29,2055.7
Read,2023-6-29-09:53:29,2056.3
Write,2023-6-29-09:53:30,2056.4
Read,2023-6-29-09:53:30,2056.1
Write,2023-6-29-09:53:30,2056.2
Read,2023-6-29-09:53:30,2056.2
Write,2023-6-29-09:53:31,2055.6
Read,2023-6-29-09:53:31,2055.5
Write,2023-6-29-09:53:31,2055.7
Read,2023-6-29-09:53:31,2056.0
Write,2023-6-29-09:53:32,2055.7
Read,2023-6-29-09:53:32,2055.7
Write,2023-6-29-09:53:32,2056.2
Read,2023-6-29-09:53:32,2032.8
Write,2023-6-29-09:53:33,2056.1
Read,2023-6-29-09:53:33,2080.4
Write,2023-6-29-09:53:33,2055.6
Read,2023-6-29-09:53:33,2055.9
Write,2023-6-29-09:53:34,2055.9
Read,2023-6-29-09:53:34,2055.5
Write,2023-6-29-09:53:34,2056.2
Read,2023-6-29-09:53:34,2055.6
Write,2023-6-29-09:53:35,2055.8
Read,2023-6-29-09:53:35,2056.0
Write,2023-6-29-09:53:35,2055.8
Read,2023-6-29-09:53:35,2055.5
Write,2023-6-29-09:53:36,2055.9
Read,2023-6-29-09:53:36,2057.0
Write,2023-6-29-09:53:36,2056.2
Read,2023-6-29-09:53:36,2055.6
Write,2023-6-29-09:53:37,2055.6
Read,2023-6-29-09:53:37,2055.9
Write,2023-6-29-09:53:37,2055.8
Read,2023-6-29-09:53:37,2055.7
Write,2023-6-29-09:53:38,2056.1
Read,2023-6-29-09:53:38,2056.2
Write,2023-6-29-09:53:38,2055.5
Read,2023-6-29-09:53:38,2055.7
Write,2023-6-29-09:53:39,2055.9
Read,2023-6-29-09:53:39,2056.3
Write,2023-6-29-09:53:39,2056.2
Read,2023-6-29-09:53:39,2055.7
Write,2023-6-29-09:53:40,2055.9
Read,2023-6-29-09:53:40,2056.3
Write,2023-6-29-09:53:40,2056.0
Read,2023-6-29-09:53:40,2056.1
Write,2023-6-29-09:53:41,2056.1
Read,2023-6-29-09:53:41,2055.3
Write,2023-6-29-09:53:41,2055.5
Read,2023-6-29-09:53:41,2056.8
Write,2023-6-29-09:53:42,2056.0
Read,2023-6-29-09:53:42,2055.3
Write,2023-6-29-09:53:42,2056.5
Read,2023-6-29-09:53:42,2056.6
Write,2023-6-29-09:53:43,2055.9
Read,2023-6-29-09:53:43,2055.8
Write,2023-6-29-09:53:43,2056.0
Read,2023-6-29-09:53:43,2056.0
Write,2023-6-29-09:53:44,2055.8
Read,2023-6-29-09:53:44,2055.7
Write,2023-6-29-09:53:44,2056.0
Read,2023-6-29-09:53:44,2055.9
Write,2023-6-29-09:53:45,2056.0
Read,2023-6-29-09:53:45,2055.6
Write,2023-6-29-09:53:45,2055.6
Read,2023-6-29-09:53:45,2056.3
Write,2023-6-29-09:53:46,2055.0
Read,2023-6-29-09:53:46,2055.8
Write,2023-6-29-09:53:46,2056.0
Read,2023-6-29-09:53:46,2055.5
Write,2023-6-29-09:53:47,2056.3
Read,2023-6-29-09:53:47,2056.1
Write,2023-6-29-09:53:47,2055.4
Read,2023-6-29-09:53:47,2055.7
Write,2023-6-29-09:53:48,2055.7
Read,2023-6-29-09:53:48,2055.6
Write,2023-6-29-09:53:48,2056.1
Read,2023-6-29-09:53:48,2056.0
Write,2023-6-29-09:53:49,2055.5
