,Direction,time,Rate
11606,Write,2023-6-29-09:54:59,2055.5
11607,Read,2023-6-29-09:54:59,2055.4
11608,Write,2023-6-29-09:54:59,2056.2
11609,Read,2023-6-29-09:55:00,2056.1
11610,Write,2023-6-29-09:55:00,2049.3
11611,Read,2023-6-29-09:55:00,2055.9
11612,Write,2023-6-29-09:55:00,2062.2
11613,Read,2023-6-29-09:55:01,2056.4
11614,Write,2023-6-29-09:55:01,2056.5
11615,Read,2023-6-29-09:55:01,2055.8
11616,Write,2023-6-29-09:55:01,2055.8
11617,Read,2023-6-29-09:55:02,2055.6
11618,Write,2023-6-29-09:55:02,2055.8
11619,Read,2023-6-29-09:55:02,2056.1
11620,Write,2023-6-29-09:55:02,2056.1
11621,Read,2023-6-29-09:55:03,2056.5
11622,Write,2023-6-29-09:55:03,2056.4
11623,Read,2023-6-29-09:55:03,2055.3
11624,Write,2023-6-29-09:55:03,2055.8
11625,Read,2023-6-29-09:55:04,2056.4
11626,Write,2023-6-29-09:55:04,2056.1
11627,Read,2023-6-29-09:55:04,2055.8
11628,Write,2023-6-29-09:55:04,2056.0
11629,Read,2023-6-29-09:55:05,2056.0
11630,Write,2023-6-29-09:55:05,2055.1
11631,Read,2023-6-29-09:55:05,2056.0
11632,Write,2023-6-29-09:55:05,2056.0
11633,Read,2023-6-29-09:55:06,2056.0
11634,Write,2023-6-29-09:55:06,2056.3
11635,Read,2023-6-29-09:55:06,2056.4
11636,Write,2023-6-29-09:55:06,2056.1
11637,Read,2023-6-29-09:55:07,2055.6
11638,Write,2023-6-29-09:55:07,2055.5
11639,Read,2023-6-29-09:55:07,2055.2
11640,Write,2023-6-29-09:55:07,2056.3
11641,Read,2023-6-29-09:55:08,2056.3
11642,Write,2023-6-29-09:55:08,2055.5
11643,Read,2023-6-29-09:55:08,2056.1
11644,Write,2023-6-29-09:55:08,2055.9
11645,Read,2023-6-29-09:55:09,2056.1
11646,Write,2023-6-29-09:55:09,2056.0
11647,Read,2023-6-29-09:55:09,2055.8
11648,Write,2023-6-29-09:55:09,2056.1
11649,Read,2023-6-29-09:55:10,2055.6
11650,Write,2023-6-29-09:55:10,2055.9
11651,Read,2023-6-29-09:55:10,2056.5
11652,Write,2023-6-29-09:55:10,2056.3
11653,Read,2023-6-29-09:55:11,2055.5
11654,Write,2023-6-29-09:55:11,2055.3
11655,Read,2023-6-29-09:55:11,2056.4
11656,Write,2023-6-29-09:55:11,2055.9
11657,Read,2023-6-29-09:55:12,2055.8
11658,Write,2023-6-29-09:55:12,2056.5
11659,Read,2023-6-29-09:55:12,2056.0
11660,Write,2023-6-29-09:55:12,2055.5
11661,Read,2023-6-29-09:55:13,2055.3
11662,Write,2023-6-29-09:55:13,2056.3
11663,Read,2023-6-29-09:55:13,2055.9
11664,Write,2023-6-29-09:55:13,2056.1
11665,Read,2023-6-29-09:55:14,2056.2
11666,Write,2023-6-29-09:55:14,2055.7
11667,Read,2023-6-29-09:55:14,2055.8
11668,Write,2023-6-29-09:55:14,2055.8
11669,Read,2023-6-29-09:55:15,2056.3
11670,Write,2023-6-29-09:55:15,2055.8
11671,Read,2023-6-29-09:55:15,2055.8
11672,Write,2023-6-29-09:55:15,2055.9
11673,Read,2023-6-29-09:55:16,2056.1
11674,Write,2023-6-29-09:55:16,2056.5
11675,Read,2023-6-29-09:55:16,2055.3
11676,Write,2023-6-29-09:55:16,2055.7
11677,Read,2023-6-29-09:55:17,2056.4
11678,Write,2023-6-29-09:55:17,2055.7
11679,Read,2023-6-29-09:55:17,2056.0
11680,Write,2023-6-29-09:55:17,2055.9
11681,Read,2023-6-29-09:55:18,2055.4
11682,Write,2023-6-29-09:55:18,2056.1
11683,Read,2023-6-29-09:55:18,2056.5
11684,Write,2023-6-29-09:55:18,2056.2
11685,Read,2023-6-29-09:55:19,2055.8
11686,Write,2023-6-29-09:55:19,2055.2
11687,Read,2023-6-29-09:55:19,2055.7
11688,Write,2023-6-29-09:55:19,2056.6
11689,Read,2023-6-29-09:55:20,2056.1
11690,Write,2023-6-29-09:55:20,2055.2
11691,Read,2023-6-29-09:55:20,2055.5
11692,Write,2023-6-29-09:55:20,2056.5
11693,Read,2023-6-29-09:55:21,2056.0
11694,Write,2023-6-29-09:55:21,2055.9
11695,Read,2023-6-29-09:55:21,2054.7
11696,Write,2023-6-29-09:55:21,2055.5
11697,Read,2023-6-29-09:55:22,2057.2
11698,Write,2023-6-29-09:55:22,2056.3
11699,Read,2023-6-29-09:55:22,2055.8
11700,Write,2023-6-29-09:55:22,2056.1
11701,Read,2023-6-29-09:55:23,2055.9
11702,Write,2023-6-29-09:55:23,2055.6
11703,Read,2023-6-29-09:55:23,2056.4
11704,Write,2023-6-29-09:55:23,2053.7
11705,Read,2023-6-29-09:55:24,2053.5
11706,Write,2023-6-29-09:55:24,2057.8
11707,Read,2023-6-29-09:55:24,2058.5
11708,Write,2023-6-29-09:55:24,2055.9
11709,Read,2023-6-29-09:55:25,2055.6
11710,Write,2023-6-29-09:55:25,2055.6
11711,Read,2023-6-29-09:55:25,2056.2
11712,Write,2023-6-29-09:55:25,2056.3
11713,Read,2023-6-29-09:55:26,2055.9
11714,Write,2023-6-29-09:55:26,2054.3
11715,Read,2023-6-29-09:55:26,2056.0
11716,Write,2023-6-29-09:55:26,2057.4
11717,Read,2023-6-29-09:55:27,2055.6
11718,Write,2023-6-29-09:55:27,2055.1
11719,Read,2023-6-29-09:55:27,2055.8
11720,Write,2023-6-29-09:55:27,2055.7
11721,Read,2023-6-29-09:55:28,2055.7
11722,Write,2023-6-29-09:55:28,2056.4
11723,Read,2023-6-29-09:55:28,2055.7
11724,Write,2023-6-29-09:55:28,2055.9
11725,Read,2023-6-29-09:55:29,2054.9
11726,Write,2023-6-29-09:55:29,2055.1
11727,Read,2023-6-29-09:55:29,2056.4
11728,Write,2023-6-29-09:55:29,2056.2
11729,Read,2023-6-29-09:55:29,2055.8
11730,Write,2023-6-29-09:55:30,2055.7
11731,Read,2023-6-29-09:55:30,2055.8
11732,Write,2023-6-29-09:55:30,2056.1
11733,Read,2023-6-29-09:55:30,2055.6
11734,Write,2023-6-29-09:55:31,2055.6
11735,Read,2023-6-29-09:55:31,2056.3
11736,Write,2023-6-29-09:55:31,2055.9
11737,Read,2023-6-29-09:55:31,2055.8
11738,Write,2023-6-29-09:55:32,2055.3
11739,Read,2023-6-29-09:55:32,2056.1
11740,Write,2023-6-29-09:55:32,2056.4
11741,Read,2023-6-29-09:55:32,2055.3
11742,Write,2023-6-29-09:55:33,2055.9
11743,Read,2023-6-29-09:55:33,2056.1
11744,Write,2023-6-29-09:55:33,2055.5
11745,Read,2023-6-29-09:55:33,2056.0
11746,Write,2023-6-29-09:55:34,2055.8
11747,Read,2023-6-29-09:55:34,2055.6
11748,Write,2023-6-29-09:55:34,2055.9
11749,Read,2023-6-29-09:55:34,2055.8
11750,Write,2023-6-29-09:55:35,2055.5
11751,Read,2023-6-29-09:55:35,2056.0
11752,Write,2023-6-29-09:55:35,2056.1
11753,Read,2023-6-29-09:55:35,2055.6
11754,Write,2023-6-29-09:55:36,2055.7
11755,Read,2023-6-29-09:55:36,2055.6
11756,Write,2023-6-29-09:55:36,2055.8
11757,Read,2023-6-29-09:55:36,2056.2
11758,Write,2023-6-29-09:55:37,2056.4
11759,Read,2023-6-29-09:55:37,2056.1
11760,Write,2023-6-29-09:55:37,2055.5
11761,Read,2023-6-29-09:55:37,2055.9
11762,Write,2023-6-29-09:55:38,2056.3
11763,Read,2023-6-29-09:55:38,2056.0
11764,Write,2023-6-29-09:55:38,2055.4
11765,Read,2023-6-29-09:55:38,2055.7
11766,Write,2023-6-29-09:55:39,2056.2
11767,Read,2023-6-29-09:55:39,2055.8
11768,Write,2023-6-29-09:55:39,2055.8
11769,Read,2023-6-29-09:55:39,2055.6
11770,Write,2023-6-29-09:55:40,2055.4
11771,Read,2023-6-29-09:55:40,2056.0
11772,Write,2023-6-29-09:55:40,2056.4
11773,Read,2023-6-29-09:55:40,2055.4
11774,Write,2023-6-29-09:55:41,2055.6
11775,Read,2023-6-29-09:55:41,2056.4
11776,Write,2023-6-29-09:55:41,2055.6
11777,Read,2023-6-29-09:55:41,2055.7
11778,Write,2023-6-29-09:55:42,2055.7
11779,Read,2023-6-29-09:55:42,2055.6
11780,Write,2023-6-29-09:55:42,2055.4
11781,Read,2023-6-29-09:55:42,2056.0
11782,Write,2023-6-29-09:55:43,2056.2
11783,Read,2023-6-29-09:55:43,2055.7
11784,Write,2023-6-29-09:55:43,2056.2
11785,Read,2023-6-29-09:55:43,2056.2
11786,Write,2023-6-29-09:55:44,2055.5
11787,Read,2023-6-29-09:55:44,2056.0
11788,Write,2023-6-29-09:55:44,2056.0
11789,Read,2023-6-29-09:55:44,2055.5
11790,Write,2023-6-29-09:55:45,2055.7
11791,Read,2023-6-29-09:55:45,2055.7
11792,Write,2023-6-29-09:55:45,2055.5
11793,Read,2023-6-29-09:55:45,2056.0
11794,Write,2023-6-29-09:55:46,2055.7
11795,Read,2023-6-29-09:55:46,2055.2
11796,Write,2023-6-29-09:55:46,2052.8
11797,Read,2023-6-29-09:55:46,2056.8
11798,Write,2023-6-29-09:55:47,2059.0
11799,Read,2023-6-29-09:55:47,2055.9
11800,Write,2023-6-29-09:55:47,2055.8
11801,Read,2023-6-29-09:55:47,2055.3
11802,Write,2023-6-29-09:55:48,2055.7
11803,Read,2023-6-29-09:55:48,2055.9
11804,Write,2023-6-29-09:55:48,2055.7
11805,Read,2023-6-29-09:55:48,2056.0
11806,Write,2023-6-29-09:55:49,2055.8
11807,Read,2023-6-29-09:55:49,2055.7
11808,Write,2023-6-29-09:55:49,2055.1
11809,Read,2023-6-29-09:55:49,2055.6
11810,Write,2023-6-29-09:55:50,2055.8
11811,Read,2023-6-29-09:55:50,2055.8
11812,Write,2023-6-29-09:55:50,2055.6
11813,Read,2023-6-29-09:55:50,2055.9
11814,Write,2023-6-29-09:55:51,2056.4
11815,Read,2023-6-29-09:55:51,2056.2
11816,Write,2023-6-29-09:55:51,2056.0
11817,Read,2023-6-29-09:55:51,2055.7
11818,Write,2023-6-29-09:55:52,2055.2
11819,Read,2023-6-29-09:55:52,2056.0
11820,Write,2023-6-29-09:55:52,2056.4
11821,Read,2023-6-29-09:55:52,2055.3
11822,Write,2023-6-29-09:55:53,2055.3
11823,Read,2023-6-29-09:55:53,2055.7
11824,Write,2023-6-29-09:55:53,2056.4
11825,Read,2023-6-29-09:55:53,2056.4
11826,Write,2023-6-29-09:55:54,2056.0
11827,Read,2023-6-29-09:55:54,2055.1
11828,Write,2023-6-29-09:55:54,2055.7
11829,Read,2023-6-29-09:55:54,2056.1
11830,Write,2023-6-29-09:55:55,2055.7
11831,Read,2023-6-29-09:55:55,2056.3
11832,Write,2023-6-29-09:55:55,2055.5
11833,Read,2023-6-29-09:55:55,2055.8
11834,Write,2023-6-29-09:55:56,2055.9
11835,Read,2023-6-29-09:55:56,2055.4
11836,Write,2023-6-29-09:55:56,2055.9
11837,Read,2023-6-29-09:55:56,2055.6
11838,Write,2023-6-29-09:55:57,2055.7
11839,Read,2023-6-29-09:55:57,2056.3
11840,Write,2023-6-29-09:55:57,2055.7
11841,Read,2023-6-29-09:55:57,2055.3
11842,Write,2023-6-29-09:55:58,2055.4
11843,Read,2023-6-29-09:55:58,2055.8
11844,Write,2023-6-29-09:55:58,2056.5
11845,Read,2023-6-29-09:55:58,2056.2
11846,Write,2023-6-29-09:55:59,2055.2
11847,Read,2023-6-29-09:55:59,2055.4
11848,Write,2023-6-29-09:55:59,2056.2
11849,Read,2023-6-29-09:55:59,2056.3
11850,Write,2023-6-29-09:56:00,2055.7
11851,Read,2023-6-29-09:56:00,2055.7
11852,Write,2023-6-29-09:56:00,2055.4
11853,Read,2023-6-29-09:56:00,2055.4
11854,Write,2023-6-29-09:56:01,2056.1
11855,Read,2023-6-29-09:56:01,2055.3
11856,Write,2023-6-29-09:56:01,2055.9
11857,Read,2023-6-29-09:56:01,2056.8
11858,Write,2023-6-29-09:56:02,2055.9
11859,Read,2023-6-29-09:56:02,2055.7
11860,Write,2023-6-29-09:56:02,2055.4
11861,Read,2023-6-29-09:56:02,2055.8
11862,Write,2023-6-29-09:56:03,2055.8
11863,Read,2023-6-29-09:56:03,2055.5
11864,Write,2023-6-29-09:56:03,2055.9
11865,Read,2023-6-29-09:56:03,2056.0
11866,Write,2023-6-29-09:56:04,2056.3
11867,Read,2023-6-29-09:56:04,2055.8
11868,Write,2023-6-29-09:56:04,2055.5
11869,Read,2023-6-29-09:56:04,2055.6
11870,Write,2023-6-29-09:56:05,2055.7
11871,Read,2023-6-29-09:56:05,2055.3
11872,Write,2023-6-29-09:56:05,2055.7
11873,Read,2023-6-29-09:56:05,2055.7
11874,Write,2023-6-29-09:56:06,2055.4
11875,Read,2023-6-29-09:56:06,2055.9
11876,Write,2023-6-29-09:56:06,2056.0
11877,Read,2023-6-29-09:56:06,2055.4
11878,Write,2023-6-29-09:56:07,2055.7
11879,Read,2023-6-29-09:56:07,2054.2
11880,Write,2023-6-29-09:56:07,2055.9
11881,Read,2023-6-29-09:56:07,2057.5
11882,Write,2023-6-29-09:56:08,2055.4
11883,Read,2023-6-29-09:56:08,2055.8
11884,Write,2023-6-29-09:56:08,2056.4
11885,Read,2023-6-29-09:56:08,2056.3
11886,Write,2023-6-29-09:56:09,2055.4
11887,Read,2023-6-29-09:56:09,2056.0
11888,Write,2023-6-29-09:56:09,2055.6
11889,Read,2023-6-29-09:56:09,2055.6
11890,Write,2023-6-29-09:56:10,2055.2
11891,Read,2023-6-29-09:56:10,2055.7
11892,Write,2023-6-29-09:56:10,2056.6
11893,Read,2023-6-29-09:56:10,2056.2
11894,Write,2023-6-29-09:56:11,2055.4
11895,Read,2023-6-29-09:56:11,2056.1
11896,Write,2023-6-29-09:56:11,2056.5
11897,Read,2023-6-29-09:56:11,2055.6
11898,Write,2023-6-29-09:56:12,2055.9
11899,Read,2023-6-29-09:56:12,2055.9
11900,Write,2023-6-29-09:56:12,2055.4
11901,Read,2023-6-29-09:56:12,2055.9
11902,Write,2023-6-29-09:56:13,2055.7
11903,Read,2023-6-29-09:56:13,2055.6
11904,Write,2023-6-29-09:56:13,2055.9
11905,Read,2023-6-29-09:56:13,2055.4
11906,Write,2023-6-29-09:56:14,2056.3
11907,Read,2023-6-29-09:56:14,2055.9
11908,Write,2023-6-29-09:56:14,2055.8
11909,Read,2023-6-29-09:56:14,2055.5
11910,Write,2023-6-29-09:56:15,2055.8
11911,Read,2023-6-29-09:56:15,2056.6
11912,Write,2023-6-29-09:56:15,2055.5
11913,Read,2023-6-29-09:56:15,2056.2
11914,Write,2023-6-29-09:56:16,2055.9
11915,Read,2023-6-29-09:56:16,2054.8
11916,Write,2023-6-29-09:56:16,2055.7
11917,Read,2023-6-29-09:56:16,2056.1
11918,Write,2023-6-29-09:56:17,2056.4
11919,Read,2023-6-29-09:56:17,2056.4
11920,Write,2023-6-29-09:56:17,2056.2
11921,Read,2023-6-29-09:56:17,2055.7
11922,Write,2023-6-29-09:56:18,2055.1
11923,Read,2023-6-29-09:56:18,2055.6
11924,Write,2023-6-29-09:56:18,2056.1
11925,Read,2023-6-29-09:56:18,2055.9
11926,Write,2023-6-29-09:56:19,2055.5
11927,Read,2023-6-29-09:56:19,2055.9
11928,Write,2023-6-29-09:56:19,2056.5
11929,Read,2023-6-29-09:56:19,2056.2
11930,Write,2023-6-29-09:56:20,2055.3
11931,Read,2023-6-29-09:56:20,2055.8
11932,Write,2023-6-29-09:56:20,2055.5
11933,Read,2023-6-29-09:56:20,2055.0
11934,Write,2023-6-29-09:56:21,2056.4
11935,Read,2023-6-29-09:56:21,2056.4
11936,Write,2023-6-29-09:56:21,2055.6
11937,Read,2023-6-29-09:56:21,2055.3
11938,Write,2023-6-29-09:56:22,2056.2
11939,Read,2023-6-29-09:56:22,2056.2
11940,Write,2023-6-29-09:56:22,2055.7
11941,Read,2023-6-29-09:56:22,2055.8
11942,Write,2023-6-29-09:56:23,2055.6
11943,Read,2023-6-29-09:56:23,2055.5
11944,Write,2023-6-29-09:56:23,2055.8
11945,Read,2023-6-29-09:56:23,2056.3
11946,Write,2023-6-29-09:56:23,2056.4
11947,Read,2023-6-29-09:56:24,2055.5
11948,Write,2023-6-29-09:56:24,2056.1
11949,Read,2023-6-29-09:56:24,2056.5
11950,Write,2023-6-29-09:56:24,2055.0
11951,Read,2023-6-29-09:56:25,2055.1
11952,Write,2023-6-29-09:56:25,2055.7
11953,Read,2023-6-29-09:56:25,2056.5
11954,Write,2023-6-29-09:56:25,2055.5
11955,Read,2023-6-29-09:56:26,2056.0
11956,Write,2023-6-29-09:56:26,2056.2
11957,Read,2023-6-29-09:56:26,2055.1
11958,Write,2023-6-29-09:56:26,2056.0
11959,Read,2023-6-29-09:56:27,2055.9
11960,Write,2023-6-29-09:56:27,2055.3
11961,Read,2023-6-29-09:56:27,2056.4
11962,Write,2023-6-29-09:56:27,2055.6
11963,Read,2023-6-29-09:56:28,2055.5
11964,Write,2023-6-29-09:56:28,2055.5
11965,Read,2023-6-29-09:56:28,2055.0
11966,Write,2023-6-29-09:56:28,2056.0
11967,Read,2023-6-29-09:56:29,2056.4
11968,Write,2023-6-29-09:56:29,2055.6
11969,Read,2023-6-29-09:56:29,2055.3
11970,Write,2023-6-29-09:56:29,2053.8
11971,Read,2023-6-29-09:56:30,2052.9
11972,Write,2023-6-29-09:56:30,2057.4
11973,Read,2023-6-29-09:56:30,2055.8
11974,Write,2023-6-29-09:56:30,2056.2
11975,Read,2023-6-29-09:56:31,2056.0
11976,Write,2023-6-29-09:56:31,2055.8
11977,Read,2023-6-29-09:56:31,2056.1
11978,Write,2023-6-29-09:56:31,2056.0
11979,Read,2023-6-29-09:56:32,2055.7
11980,Write,2023-6-29-09:56:32,2053.9
11981,Read,2023-6-29-09:56:32,2056.2
11982,Write,2023-6-29-09:56:32,2058.2
11983,Read,2023-6-29-09:56:33,2056.0
11984,Write,2023-6-29-09:56:33,2055.5
11985,Read,2023-6-29-09:56:33,2055.8
11986,Write,2023-6-29-09:56:33,2056.1
11987,Read,2023-6-29-09:56:34,2055.3
11988,Write,2023-6-29-09:56:34,2055.9
11989,Read,2023-6-29-09:56:34,2056.2
11990,Write,2023-6-29-09:56:34,2054.8
11991,Read,2023-6-29-09:56:35,2056.1
11992,Write,2023-6-29-09:56:35,2056.5
11993,Read,2023-6-29-09:56:35,2056.0
11994,Write,2023-6-29-09:56:35,2055.9
11995,Read,2023-6-29-09:56:36,2055.6
11996,Write,2023-6-29-09:56:36,2055.9
11997,Read,2023-6-29-09:56:36,2055.9
11998,Write,2023-6-29-09:56:36,2056.3
11999,Read,2023-6-29-09:56:37,2056.1
12000,Write,2023-6-29-09:56:37,2056.1
12001,Read,2023-6-29-09:56:37,2056.0
12002,Write,2023-6-29-09:56:37,2055.7
12003,Read,2023-6-29-09:56:38,2055.8
12004,Write,2023-6-29-09:56:38,2055.9
12005,Read,2023-6-29-09:56:38,2056.1
12006,Write,2023-6-29-09:56:38,2055.8
12007,Read,2023-6-29-09:56:39,2056.2
12008,Write,2023-6-29-09:56:39,2055.8
12009,Read,2023-6-29-09:56:39,2056.0
12010,Write,2023-6-29-09:56:39,2056.1
12011,Read,2023-6-29-09:56:40,2056.0
12012,Write,2023-6-29-09:56:40,2056.0
12013,Read,2023-6-29-09:56:40,2055.0
12014,Write,2023-6-29-09:56:40,2055.5
12015,Read,2023-6-29-09:56:41,2055.9
12016,Write,2023-6-29-09:56:41,2056.0
12017,Read,2023-6-29-09:56:41,2055.8
12018,Write,2023-6-29-09:56:41,2056.1
12019,Read,2023-6-29-09:56:42,2056.2
12020,Write,2023-6-29-09:56:42,2055.9
12021,Read,2023-6-29-09:56:42,2056.1
12022,Write,2023-6-29-09:56:42,2055.9
12023,Read,2023-6-29-09:56:43,2055.4
12024,Write,2023-6-29-09:56:43,2055.8
12025,Read,2023-6-29-09:56:43,2056.1
12026,Write,2023-6-29-09:56:43,2055.8
12027,Read,2023-6-29-09:56:44,2055.8
12028,Write,2023-6-29-09:56:44,2056.3
12029,Read,2023-6-29-09:56:44,2055.9
12030,Write,2023-6-29-09:56:44,2056.1
12031,Read,2023-6-29-09:56:45,2056.4
12032,Write,2023-6-29-09:56:45,2056.0
12033,Read,2023-6-29-09:56:45,2056.0
12034,Write,2023-6-29-09:56:45,2056.3
12035,Read,2023-6-29-09:56:46,2056.6
12036,Write,2023-6-29-09:56:46,2056.0
12037,Read,2023-6-29-09:56:46,2055.6
12038,Write,2023-6-29-09:56:46,2056.0
12039,Read,2023-6-29-09:56:47,2055.9
12040,Write,2023-6-29-09:56:47,2054.6
12041,Read,2023-6-29-09:56:47,2056.2
12042,Write,2023-6-29-09:56:47,2057.0
12043,Read,2023-6-29-09:56:48,2055.3
12044,Write,2023-6-29-09:56:48,2055.7
12045,Read,2023-6-29-09:56:48,2056.7
12046,Write,2023-6-29-09:56:48,2056.0
12047,Read,2023-6-29-09:56:49,2055.4
12048,Write,2023-6-29-09:56:49,2056.0
12049,Read,2023-6-29-09:56:49,2056.4
12050,Write,2023-6-29-09:56:49,2056.2
12051,Read,2023-6-29-09:56:50,2055.4
12052,Write,2023-6-29-09:56:50,2055.9
12053,Read,2023-6-29-09:56:50,2055.8
12054,Write,2023-6-29-09:56:50,2055.7
12055,Read,2023-6-29-09:56:51,2055.6
12056,Write,2023-6-29-09:56:51,2055.9
12057,Read,2023-6-29-09:56:51,2056.7
12058,Write,2023-6-29-09:56:51,2056.3
12059,Read,2023-6-29-09:56:52,2055.9
12060,Write,2023-6-29-09:56:52,2055.9
12061,Read,2023-6-29-09:56:52,2056.3
12062,Write,2023-6-29-09:56:52,2056.3
12063,Read,2023-6-29-09:56:53,2055.4
12064,Write,2023-6-29-09:56:53,2055.7
12065,Read,2023-6-29-09:56:53,2055.9
12066,Write,2023-6-29-09:56:53,2055.3
12067,Read,2023-6-29-09:56:54,2056.0
12068,Write,2023-6-29-09:56:54,2056.6
12069,Read,2023-6-29-09:56:54,2056.7
12070,Write,2023-6-29-09:56:54,2056.0
12071,Read,2023-6-29-09:56:55,2055.5
12072,Write,2023-6-29-09:56:55,2056.1
12073,Read,2023-6-29-09:56:55,2055.9
12074,Write,2023-6-29-09:56:55,2055.4
12075,Read,2023-6-29-09:56:56,2056.1
12076,Write,2023-6-29-09:56:56,2056.0
12077,Read,2023-6-29-09:56:56,2055.9
12078,Write,2023-6-29-09:56:56,2056.2
12079,Read,2023-6-29-09:56:57,2056.3
12080,Write,2023-6-29-09:56:57,2056.2
12081,Read,2023-6-29-09:56:57,2056.5
12082,Write,2023-6-29-09:56:57,2056.0
12083,Read,2023-6-29-09:56:58,2055.5
12084,Write,2023-6-29-09:56:58,2055.3
12085,Read,2023-6-29-09:56:58,2055.6
12086,Write,2023-6-29-09:56:58,2056.0
12087,Read,2023-6-29-09:56:59,2056.1
12088,Write,2023-6-29-09:56:59,2056.7
12089,Read,2023-6-29-09:56:59,2056.3
12090,Write,2023-6-29-09:56:59,2055.9
12091,Read,2023-6-29-09:57:00,2056.0
12092,Write,2023-6-29-09:57:00,2055.9
12093,Read,2023-6-29-09:57:00,2055.3
12094,Write,2023-6-29-09:57:00,2055.5
12095,Read,2023-6-29-09:57:01,2056.1
12096,Write,2023-6-29-09:57:01,2056.0
12097,Read,2023-6-29-09:57:01,2056.6
12098,Write,2023-6-29-09:57:01,2056.4
12099,Read,2023-6-29-09:57:02,2056.0
12100,Write,2023-6-29-09:57:02,2056.1
12101,Read,2023-6-29-09:57:02,2056.2
12102,Write,2023-6-29-09:57:02,2052.4
12103,Read,2023-6-29-09:57:03,2055.8
12104,Write,2023-6-29-09:57:03,2059.5
12105,Read,2023-6-29-09:57:03,2055.6
12106,Write,2023-6-29-09:57:03,2055.4
12107,Read,2023-6-29-09:57:04,2056.3
12108,Write,2023-6-29-09:57:04,2056.7
12109,Read,2023-6-29-09:57:04,2056.3
12110,Write,2023-6-29-09:57:04,2055.9
12111,Read,2023-6-29-09:57:05,2055.8
12112,Write,2023-6-29-09:57:05,2056.2
12113,Read,2023-6-29-09:57:05,2056.2
12114,Write,2023-6-29-09:57:05,2055.4
12115,Read,2023-6-29-09:57:06,2055.6
12116,Write,2023-6-29-09:57:06,2056.0
12117,Read,2023-6-29-09:57:06,2056.0
12118,Write,2023-6-29-09:57:06,2055.5
12119,Read,2023-6-29-09:57:07,2055.7
12120,Write,2023-6-29-09:57:07,2056.3
12121,Read,2023-6-29-09:57:07,2056.4
12122,Write,2023-6-29-09:57:07,2056.1
12123,Read,2023-6-29-09:57:08,2056.0
12124,Write,2023-6-29-09:57:08,2055.2
12125,Read,2023-6-29-09:57:08,2055.6
12126,Write,2023-6-29-09:57:08,2056.4
12127,Read,2023-6-29-09:57:09,2056.0
12128,Write,2023-6-29-09:57:09,2055.8
12129,Read,2023-6-29-09:57:09,2052.7
12130,Write,2023-6-29-09:57:09,2055.6
12131,Read,2023-6-29-09:57:10,2058.6
12132,Write,2023-6-29-09:57:10,2056.3
12133,Read,2023-6-29-09:57:10,2056.3
12134,Write,2023-6-29-09:57:10,2055.3
12135,Read,2023-6-29-09:57:11,2055.5
12136,Write,2023-6-29-09:57:11,2056.4
12137,Read,2023-6-29-09:57:11,2056.1
12138,Write,2023-6-29-09:57:11,2056.2
12139,Read,2023-6-29-09:57:12,2056.0
12140,Write,2023-6-29-09:57:12,2055.4
12141,Read,2023-6-29-09:57:12,2056.5
12142,Write,2023-6-29-09:57:12,2056.4
12143,Read,2023-6-29-09:57:13,2055.8
12144,Write,2023-6-29-09:57:13,2055.9
12145,Read,2023-6-29-09:57:13,2055.5
12146,Write,2023-6-29-09:57:13,2055.7
12147,Read,2023-6-29-09:57:14,2055.8
12148,Write,2023-6-29-09:57:14,2055.9
12149,Read,2023-6-29-09:57:14,2056.2
12150,Write,2023-6-29-09:57:14,2055.6
12151,Read,2023-6-29-09:57:15,2055.3
12152,Write,2023-6-29-09:57:15,2056.0
12153,Read,2023-6-29-09:57:15,2056.6
12154,Write,2023-6-29-09:57:15,2055.4
12155,Read,2023-6-29-09:57:16,2055.8
12156,Write,2023-6-29-09:57:16,2055.9
12157,Read,2023-6-29-09:57:16,2055.6
12158,Write,2023-6-29-09:57:16,2056.2
12159,Read,2023-6-29-09:57:17,2056.5
12160,Write,2023-6-29-09:57:17,2055.8
12161,Read,2023-6-29-09:57:17,2055.7
12162,Write,2023-6-29-09:57:17,2056.3
12163,Read,2023-6-29-09:57:18,2056.0
12164,Write,2023-6-29-09:57:18,2055.2
12165,Read,2023-6-29-09:57:18,2055.5
12166,Write,2023-6-29-09:57:18,2056.1
12167,Read,2023-6-29-09:57:19,2055.9
12168,Write,2023-6-29-09:57:19,2056.4
12169,Read,2023-6-29-09:57:19,2056.6
12170,Write,2023-6-29-09:57:19,2055.5
12171,Read,2023-6-29-09:57:20,2039.9
12172,Write,2023-6-29-09:57:20,2056.2
12173,Read,2023-6-29-09:57:20,2072.2
12174,Write,2023-6-29-09:57:20,2055.6
12175,Read,2023-6-29-09:57:21,2055.5
12176,Write,2023-6-29-09:57:21,2055.7
12177,Read,2023-6-29-09:57:21,2056.2
12178,Write,2023-6-29-09:57:21,2056.0
12179,Read,2023-6-29-09:57:22,2056.2
12180,Write,2023-6-29-09:57:22,2056.0
12181,Read,2023-6-29-09:57:22,2055.9
12182,Write,2023-6-29-09:57:22,2056.0
12183,Read,2023-6-29-09:57:23,2055.6
12184,Write,2023-6-29-09:57:23,2056.0
12185,Read,2023-6-29-09:57:23,2055.7
12186,Write,2023-6-29-09:57:23,2055.4
12187,Read,2023-6-29-09:57:24,2056.4
